,names,scores,logfoldchanges,pvals,pvals_adj
31,BMP2K,6.5035367,1.8120806,4.588619265180426e-09,2.6789641035265193e-08
32,SLC8A3,6.4676485,7.0645695,5.806961614359106e-09,3.348332478040244e-08
33,PDE7B,6.4305763,2.2864504,6.458069382751021e-09,3.6989006368513056e-08
34,ACSL4,6.406257,2.6956687,7.41119154269991e-09,4.223374739347778e-08
35,P2RX1,6.3356104,4.7787166,1.0376197625117533e-08,5.815660791244652e-08
36,PRELID2,6.3303885,3.5174649,1.0523935166766596e-08,5.8876928180574714e-08
37,MSI2,6.267848,2.8140302,1.373849899339187e-08,7.59495675210867e-08
38,PDE3A,6.1687675,3.6619244,2.1487259803995603e-08,1.1641556322306257e-07
39,AL390957.1,6.1104603,4.219274,2.7893129225674494e-08,1.4905065116256262e-07
40,RHEX,6.0364423,6.139253,3.8694584205432234e-08,2.0352383215631317e-07
41,CTNNBL1,6.027358,2.728926,3.947661313115298e-08,2.0748443430991288e-07
42,STX3,5.9879937,3.2005656,4.714678222630307e-08,2.458972900021291e-07
43,HPGDS,5.826724,3.895497,9.516799282721761e-08,4.788321065666013e-07
44,DIP2C,5.670254,2.2764182,1.823821809695122e-07,8.878555025448853e-07
45,GSE1,5.651233,2.4106777,1.986306536839687e-07,9.63131392088346e-07
46,AGAP1,5.6449537,2.4059272,2.0365949678825911e-07,9.867316423695048e-07
47,SLC38A11,5.45225,5.532608,4.679954568994385e-07,2.1722282635825887e-06
48,PALM2-AKAP2,5.433979,2.6477218,4.975239770914379e-07,2.301316687823295e-06
49,AC092979.1,5.413904,8.0298,5.500084435855158e-07,2.5337016249726746e-06
50,RAB27B,5.3599234,5.2297697,6.8710573468671e-07,3.1283005041659896e-06
51,ITPR1,5.352392,2.0202909,6.919997243872013e-07,3.1485767217821227e-06
52,LINC02752,5.349246,6.492535,7.191108619219225e-07,3.2622410245512385e-06
53,ATP6V0A2,5.3402233,3.1608138,7.399287303756638e-07,3.3510098614943473e-06
54,ST8SIA1,5.320514,5.1694155,8.088897271433156e-07,3.6372051392034516e-06
55,VWA5A,5.2450705,4.966889,1.1036870289911942e-06,4.870850926052103e-06
56,SAMSN1,5.1975765,1.7160594,1.298710375039607e-06,5.680103055751445e-06
57,RPS6KA5,5.1861444,2.3897548,1.38626408867241e-06,6.0322741715688235e-06
58,PBX1,5.176947,3.2068155,1.451304931142367e-06,6.298681024775737e-06
59,ARHGAP15,5.142896,1.357092,1.605840363537594e-06,6.925913265426421e-06
60,AC004917.1,5.139337,5.4801736,1.70141480316109e-06,7.310186142854421e-06
61,ARHGEF6,5.0483856,2.455915,2.433057474686853e-06,1.0244351951145666e-05
62,AL163541.1,4.9989133,2.69665,2.9706436582915523e-06,1.2374219620902108e-05
63,BACE2,4.9321175,3.3468528,3.905650575469377e-06,1.6010852789211495e-05
64,DACH1,4.8693686,3.7198973,5.019518718229848e-06,2.0301501205907365e-05
65,SYTL2,4.854809,4.1443048,5.322715637567208e-06,2.1446883527243742e-05
66,CACNA2D1,4.852889,3.1590683,5.348714147869637e-06,2.1539497875477274e-05
67,SLC39A11,4.8391194,1.5748509,5.5470009761649e-06,2.2275260099790284e-05
68,STXBP6,4.765077,3.0558405,7.554583052756707e-06,2.9790452185236267e-05
69,MARCH3,4.757065,2.4081912,7.76125318927325e-06,3.0560468856183545e-05
70,MAOB,4.706618,5.087027,9.543098532009898e-06,3.703931310776837e-05
71,DNAJC1,4.66496,1.7336442,1.1047957125986279e-05,4.252600836647815e-05
72,TOX,4.6614738,3.2076905,1.1321388399818149e-05,4.353942841565646e-05
73,GNPTAB,4.5766907,1.8856852,1.5575006081663492e-05,5.8687476790580205e-05
